date,temple_id,temple_name,visitor_count,occupancy_percentage,crowd_level,day_of_week,is_weekend,is_holiday,festival_name,is_festival,weather,temperature,season,hourly_distribution,factors
2024-02-20,4,Pavagadh Temple,3533,94,high,Tuesday,False,False,None,False,Sunny,26,Winter,"{'4-6 AM': 423, '6-9 AM': -174, '9-12 PM': 706, '12-4 PM': 282, '4-7 PM': 1413, '7-10 PM': 883}","{'seasonal': 1.3, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.17}"
2024-02-21,4,Pavagadh Temple,3409,90,high,Wednesday,False,False,None,False,Sunny,34,Winter,"{'4-6 AM': 409, '6-9 AM': -168, '9-12 PM': 681, '12-4 PM': 272, '4-7 PM': 1363, '7-10 PM': 852}","{'seasonal': 1.3, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.17}"
2024-02-22,4,Pavagadh Temple,3137,83,high,Thursday,False,False,None,False,Partly Cloudy,33,Winter,"{'4-6 AM': 376, '6-9 AM': -154, '9-12 PM': 627, '12-4 PM': 250, '4-7 PM': 1254, '7-10 PM': 784}","{'seasonal': 1.3, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.17}"
2024-02-23,4,Pavagadh Temple,4752,100,high,Friday,False,False,None,False,Cloudy,25,Winter,"{'4-6 AM': 570, '6-9 AM': -236, '9-12 PM': 950, '12-4 PM': 380, '4-7 PM': 1900, '7-10 PM': 1188}","{'seasonal': 1.3, 'weekday': 1.3, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.17}"
2024-02-24,4,Pavagadh Temple,6056,100,high,Saturday,True,False,None,False,Partly Cloudy,36,Winter,"{'4-6 AM': 726, '6-9 AM': -301, '9-12 PM': 1211, '12-4 PM': 484, '4-7 PM': 2422, '7-10 PM': 1514}","{'seasonal': 1.3, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.17}"
2024-02-25,4,Pavagadh Temple,5526,100,high,Sunday,True,False,None,False,Sunny,33,Winter,"{'4-6 AM': 663, '6-9 AM': -275, '9-12 PM': 1105, '12-4 PM': 442, '4-7 PM': 2210, '7-10 PM': 1381}","{'seasonal': 1.3, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.17}"
2024-02-26,4,Pavagadh Temple,2558,68,moderate,Monday,False,False,None,False,Light Rain,31,Winter,"{'4-6 AM': 306, '6-9 AM': -125, '9-12 PM': 511, '12-4 PM': 204, '4-7 PM': 1023, '7-10 PM': 639}","{'seasonal': 1.3, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.17}"
2024-02-27,4,Pavagadh Temple,3398,90,high,Tuesday,False,False,None,False,Sunny,34,Winter,"{'4-6 AM': 407, '6-9 AM': -167, '9-12 PM': 679, '12-4 PM': 271, '4-7 PM': 1359, '7-10 PM': 849}","{'seasonal': 1.3, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.17}"
2024-02-28,4,Pavagadh Temple,3062,81,high,Wednesday,False,False,None,False,Sunny,31,Winter,"{'4-6 AM': 367, '6-9 AM': -150, '9-12 PM': 612, '12-4 PM': 244, '4-7 PM': 1224, '7-10 PM': 765}","{'seasonal': 1.3, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.17}"
2024-02-29,4,Pavagadh Temple,3286,87,high,Thursday,False,False,None,False,Partly Cloudy,37,Winter,"{'4-6 AM': 394, '6-9 AM': -162, '9-12 PM': 657, '12-4 PM': 262, '4-7 PM': 1314, '7-10 PM': 821}","{'seasonal': 1.3, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.17}"
2024-03-01,4,Pavagadh Temple,3057,81,high,Friday,False,False,None,False,Sunny,36,Summer,"{'4-6 AM': 366, '6-9 AM': -150, '9-12 PM': 611, '12-4 PM': 244, '4-7 PM': 1222, '7-10 PM': 764}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.17}"
2024-03-02,4,Pavagadh Temple,3163,84,high,Saturday,True,False,None,False,Cloudy,37,Summer,"{'4-6 AM': 379, '6-9 AM': -156, '9-12 PM': 632, '12-4 PM': 253, '4-7 PM': 1265, '7-10 PM': 790}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.17}"
2024-03-03,4,Pavagadh Temple,3773,100,high,Sunday,True,False,None,False,Partly Cloudy,20,Summer,"{'4-6 AM': 452, '6-9 AM': -186, '9-12 PM': 754, '12-4 PM': 301, '4-7 PM': 1509, '7-10 PM': 943}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.17}"
2024-03-04,4,Pavagadh Temple,2032,54,moderate,Monday,False,False,None,False,Partly Cloudy,31,Summer,"{'4-6 AM': 243, '6-9 AM': -99, '9-12 PM': 406, '12-4 PM': 162, '4-7 PM': 812, '7-10 PM': 508}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.17}"
2024-03-05,4,Pavagadh Temple,1921,51,moderate,Tuesday,False,False,None,False,Cloudy,20,Summer,"{'4-6 AM': 230, '6-9 AM': -94, '9-12 PM': 384, '12-4 PM': 153, '4-7 PM': 768, '7-10 PM': 480}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.17}"
2024-03-06,4,Pavagadh Temple,2234,59,moderate,Wednesday,False,False,None,False,Pleasant,29,Summer,"{'4-6 AM': 268, '6-9 AM': -109, '9-12 PM': 446, '12-4 PM': 178, '4-7 PM': 893, '7-10 PM': 558}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.17}"
2024-03-07,4,Pavagadh Temple,2226,59,moderate,Thursday,False,False,None,False,Partly Cloudy,27,Summer,"{'4-6 AM': 267, '6-9 AM': -110, '9-12 PM': 445, '12-4 PM': 178, '4-7 PM': 890, '7-10 PM': 556}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.17}"
2024-03-08,4,Pavagadh Temple,4554,100,high,Friday,False,False,Mahashivratri,True,Sunny,34,Summer,"{'4-6 AM': 546, '6-9 AM': -225, '9-12 PM': 910, '12-4 PM': 364, '4-7 PM': 1821, '7-10 PM': 1138}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.5, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.17}"
2024-03-09,4,Pavagadh Temple,1912,50,moderate,Saturday,True,False,None,False,Heavy Rain,22,Summer,"{'4-6 AM': 229, '6-9 AM': -93, '9-12 PM': 382, '12-4 PM': 152, '4-7 PM': 764, '7-10 PM': 478}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.5, 'holiday': 1.0, 'growth': 1.17}"
2024-03-10,4,Pavagadh Temple,2758,73,moderate,Sunday,True,False,None,False,Light Rain,30,Summer,"{'4-6 AM': 330, '6-9 AM': -135, '9-12 PM': 551, '12-4 PM': 220, '4-7 PM': 1103, '7-10 PM': 689}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.18}"
2024-03-11,4,Pavagadh Temple,2316,61,moderate,Monday,False,False,None,False,Sunny,24,Summer,"{'4-6 AM': 277, '6-9 AM': -114, '9-12 PM': 463, '12-4 PM': 185, '4-7 PM': 926, '7-10 PM': 579}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-03-12,4,Pavagadh Temple,2496,66,moderate,Tuesday,False,False,None,False,Pleasant,27,Summer,"{'4-6 AM': 299, '6-9 AM': -123, '9-12 PM': 499, '12-4 PM': 199, '4-7 PM': 998, '7-10 PM': 624}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.18}"
2024-03-13,4,Pavagadh Temple,2317,61,moderate,Wednesday,False,False,None,False,Partly Cloudy,35,Summer,"{'4-6 AM': 278, '6-9 AM': -114, '9-12 PM': 463, '12-4 PM': 185, '4-7 PM': 926, '7-10 PM': 579}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.18}"
2024-03-14,4,Pavagadh Temple,2308,61,moderate,Thursday,False,False,None,False,Sunny,35,Summer,"{'4-6 AM': 276, '6-9 AM': -113, '9-12 PM': 461, '12-4 PM': 184, '4-7 PM': 923, '7-10 PM': 577}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-03-15,4,Pavagadh Temple,1592,42,low,Friday,False,False,None,False,Heavy Rain,30,Summer,"{'4-6 AM': 191, '6-9 AM': -78, '9-12 PM': 318, '12-4 PM': 127, '4-7 PM': 636, '7-10 PM': 398}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 0.5, 'holiday': 1.0, 'growth': 1.18}"
2024-03-16,4,Pavagadh Temple,3674,97,high,Saturday,True,False,None,False,Sunny,34,Summer,"{'4-6 AM': 440, '6-9 AM': -180, '9-12 PM': 734, '12-4 PM': 293, '4-7 PM': 1469, '7-10 PM': 918}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-03-17,4,Pavagadh Temple,1713,45,low,Sunday,True,False,None,False,Heavy Rain,29,Summer,"{'4-6 AM': 205, '6-9 AM': -84, '9-12 PM': 342, '12-4 PM': 137, '4-7 PM': 685, '7-10 PM': 428}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.5, 'holiday': 1.0, 'growth': 1.18}"
2024-03-18,4,Pavagadh Temple,2370,63,moderate,Monday,False,False,None,False,Partly Cloudy,26,Summer,"{'4-6 AM': 284, '6-9 AM': -117, '9-12 PM': 474, '12-4 PM': 189, '4-7 PM': 948, '7-10 PM': 592}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.18}"
2024-03-19,4,Pavagadh Temple,2236,59,moderate,Tuesday,False,False,None,False,Sunny,25,Summer,"{'4-6 AM': 268, '6-9 AM': -110, '9-12 PM': 447, '12-4 PM': 178, '4-7 PM': 894, '7-10 PM': 559}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-03-20,4,Pavagadh Temple,2016,53,moderate,Wednesday,False,False,None,False,Partly Cloudy,32,Summer,"{'4-6 AM': 241, '6-9 AM': -99, '9-12 PM': 403, '12-4 PM': 161, '4-7 PM': 806, '7-10 PM': 504}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.18}"
2024-03-21,4,Pavagadh Temple,2052,54,moderate,Thursday,False,False,None,False,Cloudy,34,Summer,"{'4-6 AM': 246, '6-9 AM': -101, '9-12 PM': 410, '12-4 PM': 164, '4-7 PM': 820, '7-10 PM': 513}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.18}"
2024-03-22,4,Pavagadh Temple,3731,99,high,Friday,False,False,None,False,Partly Cloudy,29,Summer,"{'4-6 AM': 447, '6-9 AM': -184, '9-12 PM': 746, '12-4 PM': 298, '4-7 PM': 1492, '7-10 PM': 932}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.18}"
2024-03-23,4,Pavagadh Temple,3773,100,high,Saturday,True,False,None,False,Partly Cloudy,30,Summer,"{'4-6 AM': 452, '6-9 AM': -186, '9-12 PM': 754, '12-4 PM': 301, '4-7 PM': 1509, '7-10 PM': 943}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.18}"
2024-03-24,4,Pavagadh Temple,3589,95,high,Sunday,True,False,None,False,Partly Cloudy,32,Summer,"{'4-6 AM': 430, '6-9 AM': -177, '9-12 PM': 717, '12-4 PM': 287, '4-7 PM': 1435, '7-10 PM': 897}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.18}"
2024-03-25,4,Pavagadh Temple,2653,70,moderate,Monday,False,False,Holi,True,Light Rain,37,Summer,"{'4-6 AM': 318, '6-9 AM': -131, '9-12 PM': 530, '12-4 PM': 212, '4-7 PM': 1061, '7-10 PM': 663}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.5, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.18}"
2024-03-26,4,Pavagadh Temple,1827,48,low,Tuesday,False,False,None,False,Light Rain,36,Summer,"{'4-6 AM': 219, '6-9 AM': -89, '9-12 PM': 365, '12-4 PM': 146, '4-7 PM': 730, '7-10 PM': 456}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.18}"
2024-03-27,4,Pavagadh Temple,2654,70,moderate,Wednesday,False,False,None,False,Pleasant,32,Summer,"{'4-6 AM': 318, '6-9 AM': -130, '9-12 PM': 530, '12-4 PM': 212, '4-7 PM': 1061, '7-10 PM': 663}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.18}"
2024-03-28,4,Pavagadh Temple,1950,52,moderate,Thursday,False,False,None,False,Sunny,23,Summer,"{'4-6 AM': 234, '6-9 AM': -97, '9-12 PM': 390, '12-4 PM': 156, '4-7 PM': 780, '7-10 PM': 487}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-03-29,4,Pavagadh Temple,3085,82,high,Friday,False,False,None,False,Sunny,29,Summer,"{'4-6 AM': 370, '6-9 AM': -153, '9-12 PM': 617, '12-4 PM': 246, '4-7 PM': 1234, '7-10 PM': 771}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-03-30,4,Pavagadh Temple,3679,98,high,Saturday,True,False,None,False,Sunny,23,Summer,"{'4-6 AM': 441, '6-9 AM': -181, '9-12 PM': 735, '12-4 PM': 294, '4-7 PM': 1471, '7-10 PM': 919}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-03-31,4,Pavagadh Temple,3313,88,high,Sunday,True,False,None,False,Sunny,22,Summer,"{'4-6 AM': 397, '6-9 AM': -164, '9-12 PM': 662, '12-4 PM': 265, '4-7 PM': 1325, '7-10 PM': 828}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-04-01,4,Pavagadh Temple,1905,50,moderate,Monday,False,False,None,False,Cloudy,22,Summer,"{'4-6 AM': 228, '6-9 AM': -94, '9-12 PM': 381, '12-4 PM': 152, '4-7 PM': 762, '7-10 PM': 476}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.18}"
2024-04-02,4,Pavagadh Temple,2396,63,moderate,Tuesday,False,False,None,False,Partly Cloudy,20,Summer,"{'4-6 AM': 287, '6-9 AM': -118, '9-12 PM': 479, '12-4 PM': 191, '4-7 PM': 958, '7-10 PM': 599}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.18}"
2024-04-03,4,Pavagadh Temple,2021,53,moderate,Wednesday,False,False,None,False,Sunny,32,Summer,"{'4-6 AM': 242, '6-9 AM': -99, '9-12 PM': 404, '12-4 PM': 161, '4-7 PM': 808, '7-10 PM': 505}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-04-04,4,Pavagadh Temple,2432,64,moderate,Thursday,False,False,None,False,Partly Cloudy,20,Summer,"{'4-6 AM': 291, '6-9 AM': -119, '9-12 PM': 486, '12-4 PM': 194, '4-7 PM': 972, '7-10 PM': 608}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.18}"
2024-04-05,4,Pavagadh Temple,3579,95,high,Friday,False,False,None,False,Pleasant,23,Summer,"{'4-6 AM': 429, '6-9 AM': -176, '9-12 PM': 715, '12-4 PM': 286, '4-7 PM': 1431, '7-10 PM': 894}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.18}"
2024-04-06,4,Pavagadh Temple,4028,100,high,Saturday,True,False,None,False,Partly Cloudy,32,Summer,"{'4-6 AM': 483, '6-9 AM': -200, '9-12 PM': 805, '12-4 PM': 322, '4-7 PM': 1611, '7-10 PM': 1007}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.18}"
2024-04-07,4,Pavagadh Temple,3358,89,high,Sunday,True,False,None,False,Sunny,36,Summer,"{'4-6 AM': 402, '6-9 AM': -165, '9-12 PM': 671, '12-4 PM': 268, '4-7 PM': 1343, '7-10 PM': 839}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-04-08,4,Pavagadh Temple,1752,46,low,Monday,False,False,None,False,Light Rain,35,Summer,"{'4-6 AM': 210, '6-9 AM': -86, '9-12 PM': 350, '12-4 PM': 140, '4-7 PM': 700, '7-10 PM': 438}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.18}"
2024-04-09,4,Pavagadh Temple,1980,52,moderate,Tuesday,False,False,None,False,Sunny,30,Summer,"{'4-6 AM': 237, '6-9 AM': -98, '9-12 PM': 396, '12-4 PM': 158, '4-7 PM': 792, '7-10 PM': 495}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-04-10,4,Pavagadh Temple,1859,49,low,Wednesday,False,False,None,False,Light Rain,33,Summer,"{'4-6 AM': 223, '6-9 AM': -90, '9-12 PM': 371, '12-4 PM': 148, '4-7 PM': 743, '7-10 PM': 464}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.18}"
2024-04-11,4,Pavagadh Temple,2189,58,moderate,Thursday,False,False,None,False,Sunny,36,Summer,"{'4-6 AM': 262, '6-9 AM': -107, '9-12 PM': 437, '12-4 PM': 175, '4-7 PM': 875, '7-10 PM': 547}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-04-12,4,Pavagadh Temple,3528,94,high,Friday,False,False,None,False,Sunny,31,Summer,"{'4-6 AM': 423, '6-9 AM': -175, '9-12 PM': 705, '12-4 PM': 282, '4-7 PM': 1411, '7-10 PM': 882}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-04-13,4,Pavagadh Temple,3620,96,high,Saturday,True,False,None,False,Cloudy,36,Summer,"{'4-6 AM': 434, '6-9 AM': -180, '9-12 PM': 724, '12-4 PM': 289, '4-7 PM': 1448, '7-10 PM': 905}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.18}"
2024-04-14,4,Pavagadh Temple,4306,100,high,Sunday,True,False,None,False,Pleasant,21,Summer,"{'4-6 AM': 516, '6-9 AM': -213, '9-12 PM': 861, '12-4 PM': 344, '4-7 PM': 1722, '7-10 PM': 1076}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.18}"
2024-04-15,4,Pavagadh Temple,2166,57,moderate,Monday,False,False,None,False,Partly Cloudy,23,Summer,"{'4-6 AM': 259, '6-9 AM': -106, '9-12 PM': 433, '12-4 PM': 173, '4-7 PM': 866, '7-10 PM': 541}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.18}"
2024-04-16,4,Pavagadh Temple,2420,64,moderate,Tuesday,False,False,None,False,Pleasant,26,Summer,"{'4-6 AM': 290, '6-9 AM': -120, '9-12 PM': 484, '12-4 PM': 193, '4-7 PM': 968, '7-10 PM': 605}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.18}"
2024-04-17,4,Pavagadh Temple,3503,93,high,Wednesday,False,False,Ram Navami,True,Sunny,28,Summer,"{'4-6 AM': 420, '6-9 AM': -173, '9-12 PM': 700, '12-4 PM': 280, '4-7 PM': 1401, '7-10 PM': 875}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.8, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-04-18,4,Pavagadh Temple,2338,62,moderate,Thursday,False,False,None,False,Pleasant,28,Summer,"{'4-6 AM': 280, '6-9 AM': -115, '9-12 PM': 467, '12-4 PM': 187, '4-7 PM': 935, '7-10 PM': 584}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.18}"
2024-04-19,4,Pavagadh Temple,3472,92,high,Friday,False,False,None,False,Partly Cloudy,26,Summer,"{'4-6 AM': 416, '6-9 AM': -171, '9-12 PM': 694, '12-4 PM': 277, '4-7 PM': 1388, '7-10 PM': 868}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.18}"
2024-04-20,4,Pavagadh Temple,3233,86,high,Saturday,True,False,None,False,Cloudy,33,Summer,"{'4-6 AM': 387, '6-9 AM': -159, '9-12 PM': 646, '12-4 PM': 258, '4-7 PM': 1293, '7-10 PM': 808}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.18}"
2024-04-21,4,Pavagadh Temple,3109,82,high,Sunday,True,False,None,False,Cloudy,24,Summer,"{'4-6 AM': 373, '6-9 AM': -153, '9-12 PM': 621, '12-4 PM': 248, '4-7 PM': 1243, '7-10 PM': 777}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.18}"
2024-04-22,4,Pavagadh Temple,2142,57,moderate,Monday,False,False,None,False,Sunny,29,Summer,"{'4-6 AM': 257, '6-9 AM': -105, '9-12 PM': 428, '12-4 PM': 171, '4-7 PM': 856, '7-10 PM': 535}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-04-23,4,Pavagadh Temple,2085,55,moderate,Tuesday,False,False,None,False,Sunny,23,Summer,"{'4-6 AM': 250, '6-9 AM': -103, '9-12 PM': 417, '12-4 PM': 166, '4-7 PM': 834, '7-10 PM': 521}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.18}"
2024-04-24,4,Pavagadh Temple,2224,59,moderate,Wednesday,False,False,None,False,Partly Cloudy,37,Summer,"{'4-6 AM': 266, '6-9 AM': -108, '9-12 PM': 444, '12-4 PM': 177, '4-7 PM': 889, '7-10 PM': 556}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.18}"
2024-04-25,4,Pavagadh Temple,2041,54,moderate,Thursday,False,False,None,False,Sunny,33,Summer,"{'4-6 AM': 244, '6-9 AM': -100, '9-12 PM': 408, '12-4 PM': 163, '4-7 PM': 816, '7-10 PM': 510}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.19}"
2024-04-26,4,Pavagadh Temple,3046,81,high,Friday,False,False,None,False,Sunny,33,Summer,"{'4-6 AM': 365, '6-9 AM': -150, '9-12 PM': 609, '12-4 PM': 243, '4-7 PM': 1218, '7-10 PM': 761}","{'seasonal': 0.85, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.19}"
2024-04-27,4,Pavagadh Temple,3594,95,high,Saturday,True,False,None,False,Sunny,37,Summer,"{'4-6 AM': 431, '6-9 AM': -177, '9-12 PM': 718, '12-4 PM': 287, '4-7 PM': 1437, '7-10 PM': 898}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.19}"
2024-04-28,4,Pavagadh Temple,3836,100,high,Sunday,True,False,None,False,Partly Cloudy,20,Summer,"{'4-6 AM': 460, '6-9 AM': -190, '9-12 PM': 767, '12-4 PM': 306, '4-7 PM': 1534, '7-10 PM': 959}","{'seasonal': 0.85, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.19}"
2024-04-29,4,Pavagadh Temple,1941,51,moderate,Monday,False,False,None,False,Cloudy,20,Summer,"{'4-6 AM': 232, '6-9 AM': -95, '9-12 PM': 388, '12-4 PM': 155, '4-7 PM': 776, '7-10 PM': 485}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.19}"
2024-04-30,4,Pavagadh Temple,2417,64,moderate,Tuesday,False,False,None,False,Partly Cloudy,29,Summer,"{'4-6 AM': 290, '6-9 AM': -119, '9-12 PM': 483, '12-4 PM': 193, '4-7 PM': 966, '7-10 PM': 604}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.19}"
2024-05-01,4,Pavagadh Temple,3133,83,high,Wednesday,False,True,None,False,Partly Cloudy,37,Summer,"{'4-6 AM': 375, '6-9 AM': -154, '9-12 PM': 626, '12-4 PM': 250, '4-7 PM': 1253, '7-10 PM': 783}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.5, 'growth': 1.19}"
2024-05-02,4,Pavagadh Temple,2059,54,moderate,Thursday,False,False,None,False,Cloudy,32,Summer,"{'4-6 AM': 247, '6-9 AM': -100, '9-12 PM': 411, '12-4 PM': 164, '4-7 PM': 823, '7-10 PM': 514}","{'seasonal': 0.85, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.19}"
